rank,song,artist,genre,year
52,Leave Before You Love Me,Marshmello & Jonas Brothers,Pop,2022.0
53,"UHUH (feat. Ronnie Flex, Yssi SB & Lil Kleine)",$hirak,Hip Hop/Rap,2022.0
54,"Girl, You'll Be a Woman Soon",Urge Overkill,Alternative,2022.0
55,You Are the Reason (Duet Version),Calum Scott & Leona Lewis,Pop,2022.0
57,90s Kid,DI-RECT,Pop/Rock,2022.0
58,Zonder Jou,Danny Froger,Pop,2022.0
63,Best Damn Day,The Jordan,Pop,2022.0
64,Turk Uit De Kroeg,Ammar,Pop,2022.0
65,Yeah the Girls (feat. MERYLL),FISHER,Dance,2022.0
66,Spreekuur,Waylon,Pop,2022.0
68,Calaverada,Gipsy Kings,Pop in Spanish,2022.0
69,1 - 2 - 3 - 4 (Sumpin' New),Coolio,Hip Hop/Rap,2022.0
70,El Verde de Tus Ojos,Kiko Rodriguez,Latin,2022.0
71,What the Buck,John Schneider,Country,2022.0
72,Canzone della strada,Quadro Nuevo,World,2022.0
73,Home Loving Man,Tony Christie,Pop,2022.0
74,Ave Maria No Morro,The Cats,Holiday,2022.0
75,Easy Living (Remastered),Cannonball Adderley Quintet,Jazz,2022.0
76,I Can't Get Started (Instrumental),Cannonball Adderley,Jazz,2022.0
77,Cape Finisterre,John Whelan,World,2022.0
78,The One,Santi & Tuğçe,Dance,2022.0
79,Sultana,Quadro Nuevo,Jazz,2022.0
80,Face to Face (feat. Stevie Nicks),"Dave Stewart, Борис Гребенщиков & Сергей Бабкин",Singer/Songwriter,2022.0
81,Insanity (feat. Tone Stith),Samaria,R&B/Soul,2022.0
82,Temptations,Samaria,R&B/Soul,2022.0
83,Shady Hills,Samaria,R&B/Soul,2022.0
84,Still Got 4ever,Samaria,R&B/Soul,2022.0
85,Can't Fix This,Samaria,R&B/Soul,2022.0
86,Top G (Andrew Tate),Krillz,Hip Hop/Rap,2022.0
87,Nou Mechan,ylou,Classical,2022.0
88,Autumn Woods,June Westfield,New Age,2022.0
89,Juckt mich nicht,Paula Douglas,Rap,2022.0
90,Aquaplane,Tom Staar & Kryder,Dance,2022.0
91,Lighthouse (Leossa Remix),Le Youth & RBBTS,Dance,2022.0
92,Home (feat. Kymza & The 046),VTA,Hip Hop/Rap,2022.0
93,Take It Back (feat. Armen Paul),Michael Canitrot & Armen Paul,Electronic,2022.0
94,East Side,Jaish & Jack Marlow,Hip Hop/Rap,2022.0
95,Deem Theater (Extended Mix),Rodrigo Deem,Trance,2022.0
96,Roll On,Pretty Uglys,Rock,2022.0
97,Calling (feat. Tom Bailey) [Extended Mix],ALPHA 9 & Scorz,Trance,2022.0
98,Prince Charming (feat. House of Shem),Bradamon Band,Reggae,2022.0
99,Holding On (Extended Mix),Axis & Bertie Scott,Trance,2022.0
100,Don’t Give Up On Me,Crooked Colours,Electronic,2022.0
1,BlimE! - Den Ene,Selma Ibrahim,Children's Music,2022.0
3,Kjøpe Hele Sverige,Soppgirobygget,Dance,2022.0
5,2 Die 4,Tove Lo,Pop,2022.0
7,Dance Forever,Iseo & Dodosound,Pop,2022.0
8,Sediment,Bobo Stenson Trio,Pop,2022.0
9,Les Métamorphoses Du Vide,Chapelier Fou,Alternative,2022.0
10,Somnium,Congi,Electronic,2022.0
11,I Am a Robot,Pupajim,Electronic,2022.0
13,Perfect Love,Tom Westy & Mila Falls,Dance,2022.0
14,Suha,Sigrun Loe Sparboe,Pop,2022.0
15,Tougher Than the Rest,Bruce Springsteen,Rock,2022.0
16,Jeg glemmer deg aldri (fra Rådebank),Emma Steinbakken,Pop,2022.0
17,Dancing with a Stranger,Sam Smith & Normani,Pop,2022.0
19,It Was Love,Maria Mena,Pop,2022.0
21,menn som meg,Ramon,Pop,2022.0
23,The Most,Miley Cyrus,Pop,2022.0
24,Jeg Går I Tusen Tanker,Rita Engebretsen,Alternative Folk,2022.0
26,Call of the Void,Devin Townsend,Rock,2022.0
27,Dashstar* (VIP),Knock2,Dance,2022.0
28,Don't Kill My Vibe,Franz Schröder,Easy Listening,2022.0
29,Fly,Karoline Amb,Singer/Songwriter,2022.0
30,A Whiter Shade of Pale,Lachy Doley,Rock,2022.0
31,Every Step,D.O.D,House,2022.0
32,HOYO HOYO,Selma Uamusse,Pop,2022.0
33,Bella ciao,Cantalia,World,2022.0
34,Im Gone,Jay Sean,Contemporary R&B,2022.0
35,Nightshow,Wildside,Rock,2022.0
36,Cockeye's Song - Once Upon a Time In America,The Big Screen Orchestra,Soundtrack,2022.0
37,Glow,Madcon,Pop,2022.0
38,Ambitions,Donkeyboy,Pop,2022.0
40,Some Die Young,Laleh,Pop,2022.0
46,The Fox (What Does the Fox Say?),Ylvis,Pop,2022.0
48,Home for Christmas,Maria Mena,Holiday,2022.0
49,Æ Vil Bare Dans,Sirkus Eliassen & Ben Kinx,Pop,2022.0
51,Ølbriller (feat. Byz),Erik og Kriss,Hip Hop/Rap,2022.0
52,Godmorgen Norge,Vinni,Pop,2022.0
53,Ring Meg (Cosmic Dawn Remix),Gabrielle,Pop,2022.0
56,Lonesome Traveller,Paperboys,Hip Hop/Rap,2022.0
57,Møkkamann,Plumbo,Rock,2022.0
59,Freaky Like Me (feat. Ameerah),Madcon,Pop,2022.0
60,Snakke Litt,Admiral P,Modern Dancehall,2022.0
61,Sometimes,Donkeyboy,Pop,2022.0
62,Sommerfuggel I Vinterland,Vinni,Pop,2022.0
63,Am I Wrong,Nico & Vinz,Pop,2022.0
64,Den Finast Eg Veit,Hellbillies,Rock,2022.0
67,Flytta På Dej,Alina Devecerski,Pop,2022.0
68,The Story,Brandi Carlile,Rock,2022.0
71,Etter Regnet (featuring Martin Diesen),Erik og Kriss,Hip Hop/Rap,2022.0
72,Satellite (Bonus),Lena,Pop,2022.0
73,When Love Takes Over (feat. Kelly Rowland),David Guetta,House,2022.0
74,Yes Man,Bjørn Johan Muri,Pop,2022.0
75,Halo,Beyoncé,Pop,2022.0
77,Firestone (feat. Conrad Sewell),Kygo,Dance,2022.0
78,Try,P!nk,Pop,2022.0
82,Fathers Eyes,Ask Embla,Pop,2022.0
83,Stole the Show (feat. Parson James),Kygo,Dance,2022.0
84,Prisoner of the Road,Sivert Høyem,Rock,2022.0
85,I'm Yours,Jason Mraz,Pop,2022.0
86,Starships,Nicki Minaj,Hip Hop/Rap,2022.0
87,City Boy,Donkeyboy,Pop,2022.0
89,Scared Of Heights,Espen Lind,Pop,2022.0
90,Lost,Erlend Bratland,Pop,2022.0
92,Måndagsbarn,Veronica Maggio,Pop,2022.0
93,Chandelier,Sia,Pop,2022.0
95,She Wolf (Falling to Pieces) [feat. Sia],David Guetta,Dance,2022.0
5,Angel Baby,Troye Sivan,Pop,2022.0
6,Dati-Dati,Sarah Geronimo,Pop,2022.0
7,Intro (Back to Basics),Christina Aguilera,Pop,2022.0
8,Permission to Dance,BTS,K-Pop,2022.0
9,Style,Taylor Swift,Pop,2022.0
10,Boy With Luv (feat. Halsey),BTS,K-Pop,2022.0
13,Shut Down,BLACKPINK,K-Pop,2022.0
15,Duyan,Sarah Geronimo,Pop,2022.0
18,MOON (feat. Flow G),Nik Makino,Hip Hop/Rap,2022.0
20,Hype Boy,NewJeans,K-Pop,2022.0
21,I Really Want to Stay At Your House,Rosa Walton & Hallie Coggins,Soundtrack,2022.0
23,"One late night in 1994 (from ""You Hee yul's Sketchbook : 74th Voice 'Sketchbook X Jong Ho(ATEEZ)', Vol.113"")",종호,K-Pop,2022.0
24,Maar Sutteya,Gajendra Verma & Flipsyde,Indian Pop,2022.0
25,Dj Amazing (Rex Orange County),AL Tanipu,Breakbeat,2022.0
27,Tujha Number De Na Mala,Harshavardhan Wavre & Megha Musale,Regional Indian,2022.0
28,"Lovable (From ""Timepass 3"")","Amitraj, Aarya Ambekar & Harshavardhan Wavre",Soundtrack,2022.0
29,Christmas Coupon,Meghan Trainor,Holiday,2022.0
30,Pirates Of Caribean (Cover),Jhonatan Pereira Flautista,Soundtrack,2022.0
31,Teenage Kicks,Nouvelle Vague,Bossa Nova,2022.0
32,Don’t Stop Get It (feat. Bok Nero),Bear Grillz,Dance,2022.0
33,Homeland,Celtic Woman,World,2022.0
34,Homo,Hallelujah!,Rock,2022.0
35,Hmmm,Hott Headzz,Rap,2022.0
36,Dynamite (Slow Jam Remix),BTS,K-Pop,2022.0
37,Butter (Sweeter Remix),BTS,K-Pop,2022.0
41,Closer (feat. Halsey),The Chainsmokers,Dance,2022.0
42,See You Again (feat. Charlie Puth),Wiz Khalifa,Hip Hop/Rap,2022.0
43,Treasure,Bruno Mars,Pop,2022.0
45,Blank Space,Taylor Swift,Pop,2022.0
46,Versace On The Floor,Bruno Mars,Pop,2022.0
47,My Universe,Coldplay X BTS,Pop,2022.0
50,Let It Go,Idina Menzel,Soundtrack,2022.0
51,Shake It Off,Taylor Swift,Pop,2022.0
53,Clarity (feat. Foxes),Zedd,Dance,2022.0
54,Tadhana,Up Dharma Down,Alternative,2022.0
55,When I Was Your Man,Bruno Mars,Pop,2022.0
56,One Call Away,Charlie Puth,Pop,2022.0
60,Payphone (feat. Wiz Khalifa),Maroon 5,Pop,2022.0
61,The Man Who Can't Be Moved,The Script,Pop,2022.0
63,Uptown Funk (feat. Bruno Mars),Mark Ronson,Pop,2022.0
64,Titanium (feat. Sia),David Guetta,Dance,2022.0
66,All About That Bass,Meghan Trainor,Pop,2022.0
67,Break Free (feat. Zedd),Ariana Grande,Pop,2022.0
68,Flashlight,Jessie J,Pop,2022.0
69,Roses (feat. ROZES),The Chainsmokers,Dance,2022.0
72,I Won't Give Up,Jason Mraz,Pop,2022.0
73,Gentleman,PSY,Pop,2022.0
74,Love On Top,Beyoncé,Pop,2022.0
75,Rude,MAGIC!,Pop,2022.0
76,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",Pop,2022.0
78,"A Thousand Years, Pt. 2 (feat. Steve Kazee)",Christina Perri,Soundtrack,2022.0
79,Something Just Like This,The Chainsmokers & Coldplay,Dance,2022.0
81,Life Goes On,BTS,K-Pop,2022.0
82,All I Ask,Adele,Pop,2022.0
83,Secret Love Song (feat. Jason Derulo),Little Mix,Pop,2022.0
84,Say Something,A Great Big World & Christina Aguilera,Pop,2022.0
85,"CAN'T STOP THE FEELING! (Original Song From DreamWorks Animation's ""Trolls"")",Justin Timberlake,Pop,2022.0
86,Twerk It Like Miley (feat. Christopher),Brandon Beal,R&B/Soul,2022.0
89,Dance with My Father,Luther Vandross,R&B/Soul,2022.0
91,Daylight,Maroon 5,Pop,2022.0
92,Lost Stars,Adam Levine,Pop,2022.0
2,Still (I Got Summer On My Mind) [FORTELLA Remix],J.J.,Dance,2022.0
4,To co masz Ty!,Dawid Podsiadło,Pop,2022.0
8,Czekam Na Znak,Ignacy,Pop,2022.0
11,"O nich, o Tobie",Sylwia Grzeszczak,Pop,2022.0
14,Do Tanca,Malik Montana & Żabson,Hip Hop/Rap,2022.0
15,Klej,Reto & Wroobel,Hip Hop/Rap,2022.0
17,Boso (Kayax XX Rework),Nosowska,Alternative,2022.0
18,Cisza,TPS,Hip Hop/Rap,2022.0
19,Worst Kind of Hurt (feat. Wrabel) [Film Version],Laura Marano,Pop,2022.0
20,Novello - The Land of Might-have-been,Christopher Northam & Jeremy Northam,Soundtrack,2022.0
21,I Wanna Dance with Somebody (Who Loves Me),"Rebel Wilson, Adam DeVine & Priyanka Chopra",Soundtrack,2022.0
23,"The Justice Society Theme (from ""Black Adam"")",Lorne Balfe,Soundtrack,2022.0
25,Annie (Extended Mix),Majestic,Dance,2022.0
26,Free (Extended Mix),Kideko,Dance,2022.0
27,The Music Began to Play (Extended Mix),Mark Knight & Armand Van Helden,Dance,2022.0
28,Hung Up,Alberto Ciccarini,Electronic,2022.0
29,Statki Na Niebie (Radio Edit 2022),Marek Koscikiewicz,Pop,2022.0
30,Patologiczna Polsko,Inee,Alternative,2022.0
31,Merry Christmas Everyone (For Nest Audio Sessions),Olivia Dean,Alternative,2022.0
32,Swordland,Yuki Kajiura,Anime,2022.0
33,Out,Olivia Dean,Alternative,2022.0
34,The Hardest Part,Olivia Dean,Alternative,2022.0
35,Lay It All Down (feat. Red Revision),My My Snake Eyes,Rock,2022.0
36,I Can't Sleep (feat. Red Revision),My My Snake Eyes,Blues,2022.0
37,Loża Szyderców,Hunter,Heavy Metal,2022.0
38,White Trainers (Demo),Olivia Dean,Alternative,2022.0
39,Express Yourself,"Rebel Wilson, Liam Hemsworth, Adam DeVine, Js Ladla, Betty Gilpin & Brandon Scott Jones",Soundtrack,2022.0
40,Oh My Other (BUNT. Remix),BUNT.,Alternative Folk,2022.0
41,King of My Heart (Live),Sarah McMillan,Christian & Gospel,2022.0
42,Doing It to Death,Fred Wesley and the J.B.'s,R&B/Soul,2022.0
43,No Comment,Serge Gainsbourg,Pop,2022.0
44,At Home In Space,Fila Brazillia,Electronic,2022.0
45,Once in a Life (Dan Stone Remix Edit),Kyau & Albert,Trance,2022.0
46,Be Still,Bethel Music & Steffany Gretzinger,Christian & Gospel,2022.0
47,What Will Go,Kyau & Albert,Trance,2022.0
48,Les limites,Julien Doré,French Pop,2022.0
53,Bałkanica,Piersi,Rock,2022.0
63,Ona Tańczy dla Mnie (Radio Edit),Weekend,Dance,2022.0
64,My Słowianie,Donatan & Cleo,Hip Hop/Rap,2022.0
66,Prayer In C (Robin Schulz Radio Edit),Lilly Wood & The Prick & Robin Schulz,Dance,2022.0
67,"Początek (feat. Dawid Podsiadło, Kortez & Krzysztof Zalewski)",Męskie Granie Orkiestra 2018,Pop,2022.0
72,Ain't Nobody (Loves Me Better) [feat. Jasmine Thompson],Felix Jaehn,Dance,2022.0
73,This Girl,Kungs & Cookin' On 3 Burners,Dance,2022.0
75,Nothing Else Matters,Metallica,Heavy Metal,2022.0
76,Tuesday (feat. Danelle Sandoval),Burak Yeter,Dance,2022.0
79,Close That Door,Snakedoctors,Rock,2022.0
80,Sex On Fire,Kings of Leon,Alternative,2022.0
82,Changes (FAUL & WAD AD vs. PNAU) [Pretty Pink Remix],Faul & Wad & PNAU,Dance,2022.0
83,Stolen Dance,Milky Chance,Indie Pop,2022.0
85,Faded,Alan Walker,Dance,2022.0
86,A Song,Snakedoctors,Rock,2022.0
87,Weź Nie Pytaj,Paweł Domagała,Pop,2022.0
88,Moves Like Jagger (feat. Christina Aguilera) [Michael Carrera Darkroom Remix],Maroon 5,Pop,2022.0
91,FourFiveSeconds,Rihanna and Kanye West and Paul McCartney,Pop,2022.0
92,"I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)",Męskie Granie Orkiestra 2021,Pop,2022.0
93,Trójkąty i Kwadraty,Dawid Podsiadło,Pop,2022.0
97,Don't Be so Shy (Filatov & Karas Remix),Imany,Pop,2022.0
1,SETE (feat. Young Stunna & Blxckie),K.O,Hip Hop/Rap,2022.0
2,For My Hand (feat. Ed Sheeran),Burna Boy,World,2022.0
3,Lyfie,Bernice West,Afrikaans,2022.0
4,Last Last,Burna Boy,World,2022.0
6,Seasons,Lloyiso,Pop,2022.0
8,All In You (feat. Kemy Chienda),Senior Oat,Dance,2022.0
9,Hamba Wena,Deep London & Boohle,Amapiano,2022.0
11,Ithuba (feat. Siya Ntuli),Lwah Ndlunkulu,Afro-Pop,2022.0
12,Hallelujah Nkateko (Lihle's Version),Joyous Celebration,Christian & Gospel,2022.0
13,Crazy Vibez,Luxury SA,Dance,2022.0
16,Sengizwile (feat. Aymos & Young Stunna),Mas Musiq,Amapiano,2022.0
17,Goodness of God (Live),CeCe Winans,Christian & Gospel,2022.0
18,Lemons (Lemonade),AKA & Nasty C,Hip Hop/Rap,2022.0
21,It's Plenty,Burna Boy,World,2022.0
22,U Kondelela (feat. Makhadzi),Vee Mampeezy,Afro-Pop,2022.0
25,You're the One,Elaine,R&B/Soul,2022.0
26,I Surrender (Live),Hillsong Worship,Christian & Gospel,2022.0
27,Where Are You Now,Lost Frequencies & Calum Scott,Dance,2022.0
28,All for You,Glenn Jones,R&B/Soul,2022.0
29,Sofa Silahlane (feat. Nkosazana Daughter),"Wanitwa Mos, Master KG & Lowsheen",Dance,2022.0
31,Ndenzel' Uncedo Hymn 377 (Live),Joyous Celebration,Gospel,2022.0
32,Love Is Wicked,Brick & Lace,Pop,2022.0
33,The Motto,Tiësto & Ava Max,Dance,2022.0
34,"Uzozisola (feat. Aymos, Kabza De Small & DJ Maphorisa)",Mas Musiq,Amapiano,2022.0
35,Rise,Calum Scott,Pop,2022.0
36,The Only Reason,JP Cooper,Singer/Songwriter,2022.0
38,Go Around,Bongi Dube,Dance,2022.0
40,Don’t Wake Me Up,Jonas Blue & Why Don't We,Dance,2022.0
41,Rowwe Bliksem,Riaan Benadé & Jay,Afrikaans,2022.0
42,Nkantin (feat. Bailey & Emjaykeyz),MacG & Sir Trill,Amapiano,2022.0
43,Rush,Ayra Starr,World,2022.0
44,Astronaut In The Ocean,Masked Wolf,Hip Hop/Rap,2022.0
45,"GOD DID (feat. Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy)",DJ Khaled,Hip Hop/Rap,2022.0
46,"Xola (feat. Nobuhle, Ze2 & Young Stunna)",Kabza De Small,Amapiano,2022.0
47,Bietjie Benoni,Lianie May,Afrikaans,2022.0
48,Johnnie Blou,Eloff,Afrikaans,2022.0
49,Witblits,Eloff,Afrikaans,2022.0
50,Ngilinde (feat. Mango SA),YANII,Dance,2022.0
51,I Speak Jesus (feat. Steven Musso),Charity Gayle,Christian & Gospel,2022.0
52,Kuwe (feat. Master KG),"Wanitwa Mos, Sir Trill & Nkosazana Daughter",Amapiano,2022.0
54,Confidence,Sanctus Real,Christian & Gospel,2022.0
55,Ase Moruti (feat. Mack Eaze),King Monada,Dance,2022.0
56,Salary Salary (feat. Shaun MusiQ & F Teearse),"Robot Boii, Mellow & Sleazy & Soul Revolver",Amapiano,2022.0
57,10K (feat. Sjava),Mafikizolo,Afro-Pop,2022.0
58,Fight to Love (feat. Maleh) [Radio Edit],Shimza,World,2022.0
59,Oh Hallelujah (Live) [feat. Ayanda Ntanzi],Spirit of Praise,Christian & Gospel,2022.0
62,Insomnia,Brendan Peyper,Afrikaans,2022.0
63,I Believe (Live),"Bethel Music, Jonathan David Helser & Melissa Helser",Christian & Gospel,2022.0
64,Skipskop,Arno Jordaan,Afrikaans,2022.0
65,It's My Life (2013 Version),Dr. Alban,Pop,2022.0
66,I Won't Let Go,Caleb and Kelsey,Country,2022.0
67,"No Coke (7"" Mix)",Dr. Alban,Pop,2022.0
68,Look Who's Talking (Short Version),Dr. Alban,Pop,2022.0
69,Party,Harari,Afro-Beat,2022.0
70,Loud,Hayden Everett,Singer/Songwriter,2022.0
71,Lament,Robohands,Jazz,2022.0
72,Toulouse (feat. Miguel Atwood-Ferguson),Kamaal Williams,Jazz,2022.0
73,Ancient Future,Nicholas,House,2022.0
75,Atlas,Markus Schulz & Copini,Dance,2022.0
76,I Really Want To Stay At Your House (Acoustic),Lunity,Pop,2022.0
77,Last Night When We Were Young,Eves Karydas,Pop,2022.0
78,This Love,Laura Van Dam,Dance,2022.0
79,Zio (feat. Christopher Johnson),Hugo LX,Electronic,2022.0
80,Ebilowozo,Paul Kafeero,Afro-Beat,2022.0
81,Abako Mujebale,Paul Kafeero,Afro-Beat,2022.0
82,Summer Lovin' (Edit),Cerrone & Purple Disco Machine,Disco,2022.0
83,Bogolo Jwa Bomodimo,Inkonzo Ya Mawesile,African,2022.0
84,Offshore,"Armin van Buuren, AVIRA & Chicane",Dance,2022.0
85,"Flos Potentia (Sugar, Cotton, Tabacco)",Ron Trent & Khruangbin,Ambient,2022.0
86,Oh Lord,Yaans,House,2022.0
87,Self Control (feat. Xavier Smith & ROY INC.) [Eagle Dub],Horse Meat Disco,Electronic,2022.0
88,Jump Into The Light (Wash House Dub),Horse Meat Disco & Kathy Sledge,Dance,2022.0
89,In the Dark (Ron Basejam Extended Remix),Purple Disco Machine & Sophie and the Giants,House,2022.0
90,In the Dark (Oliver Heldens Remix),Purple Disco Machine & Sophie and the Giants,Dance,2022.0
91,Me at the Zoo (Cody Currie Remix),S. Fidelity & Àbáse,Electronic,2022.0
92,Gold & Silver Days (feat. Ryan Kelly & George Donaldson),Celtic Thunder,World,2022.0
93,Love Someone Else,Nicole Moudaber & Skunk Anansie,Techno,2022.0
94,Love & Light (feat. Dan Jose & Deoke),Emanative & Liz Elensky,House,2022.0
95,Puer,Sunday Service Choir,Christian & Gospel,2022.0
96,Testimony,Rhymez,R&B/Soul,2022.0
97,Corre Morenita,Ioan,Dance,2022.0
98,Amica,Beatamines,House,2022.0
99,Bo Meno Masweu,King Payo,World,2022.0
100,Wena Wedwa,Alah Yen,World,2022.0
3,mariposas,Sangiovanni & Aitana,Hip Hop/Rap,2022.0
5,LAS 12,Ana Mena & Belinda,Pop,2022.0
8,Quiero Decirte,Abraham Mateo & Ana Mena,Pop,2022.0
15,Hay Que Vivir El Momento,Manuel Carrasco,Pop in Spanish,2022.0
17,Pico y Pala,Munic HB,Alternative Rap,2022.0
19,solo x ti,Pol Granch,Pop,2022.0
23,The Greatest,Sia,Pop,2022.0
25,Si Ella Supiera,India Martínez & Melendi,Pop in Spanish,2022.0
29,Losing My Religion (feat. Polina Vita),"Ian Storm, John Laurant & Carl Clarks",Dance,2022.0
30,Besos Moja2,Wisin & Yandel & ROSALÍA,Latin Urban,2022.0
35,PUNTO 40,Rauw Alejandro & Baby Rasta,Latin Urban,2022.0
36,La Gent Que Estimo,OQUES GRASSES & Rita Payés,Pop,2022.0
39,La Emperatriz,Rigoberta Bandini,Pop,2022.0
41,Por Si Te Vas,María Peláe,Pop,2022.0
42,Swimming Pools (Drank) [Black Hippy Remix],Kendrick Lamar,Hip Hop/Rap,2022.0
44,Espinita Clavá,Lérica & Abraham Mateo,Latin Urban,2022.0
45,"Protector of the Realm (from ""House of the Dragon"")",Ramin Djawadi,Soundtrack,2022.0
46,Tambourine,Eve,Hip Hop/Rap,2022.0
47,"Or Nah (feat. Too $hort, Problem, A.V. & Eric Bellinger)",The Game,Hip-Hop,2022.0
48,"Macbeth: ""Patria opressa""","Orchestre de la Scala de Milan, Choeur de la Scala de Milan & Massino Campigli",Classical,2022.0
49,Six,Chimaira,Heavy Metal,2022.0
50,Let Me Know (feat. Jeremih),The Game,Hip Hop/Rap,2022.0
51,Me Dieron la Clave,Vieja Trova Santiaguera,Latin,2022.0
54,Cardboard Box (Happi Remix),FLO & Happi,R&B/Soul,2022.0
55,The Loneliest Time (feat. Rufus Wainwright),Carly Rae Jepsen,Pop,2022.0
56,Bodies,Damn Dad & The Game,Hip Hop/Rap,2022.0
57,Born Loser (Original Version),DMX,Hip Hop/Rap,2022.0
58,"Peix, peixet",Bellaterra Música Ed,Children's Music,2022.0
59,Homenaje a Mi Timba (feat. Dagoberto Vázquez),Manana Club & Pedro Lázaro Ordóñez Padrón (Papucho),Salsa y Tropical,2022.0
60,Tóxicas (feat. Emilio Frias (El Niño)),Manana Club & Pedro Lázaro Ordóñez Padrón (Papucho),Salsa y Tropical,2022.0
61,Si Me Preguntas (feat. Norisley Valladares Gómez),Manana Club & Pedro Lázaro Ordóñez Padrón (Papucho),Salsa y Tropical,2022.0
62,Timba 3.0 (feat. Alejandro González Casanova),Manana Club & Pedro Lázaro Ordóñez Padrón (Papucho),Salsa y Tropical,2022.0
63,Pull up Koffee Cover,Patrick NoStar,Hip Hop/Rap,2022.0
64,Thr33 6ix 5ive,HoneyLuv,Dance,2022.0
65,It's a Killa (Shermanology Edit),FISHER & Shermanology,House,2022.0
66,Remember Me (feat. Amy Kirkpatrick),Sölus-Sun,House,2022.0
67,Moonlight Sonata,Ludwig van Beethoven,Instrumental,2022.0
68,Yes I Am,Zach Sorgen & The Wildcardz,Pop,2022.0
69,Anuel,jokilah,Hip Hop/Rap,2022.0
70,Viento de Otoño,Danny Daniel,Pop,2022.0
71,Fiel,Diambu & Anuel,Latin Urban,2022.0
72,X Moves (feat. Ian Paice),"DMX, Bootsy Collins & Steve Howe",Hip-Hop,2022.0
73,Sonerito,Gilberto Santa Rosa,Latin,2022.0
74,Do to Me,H.E.R.,R&B/Soul,2022.0
75,Mi Qr - Yape,Susy Diaz,Salsa y Tropical,2022.0
76,Nomads (Radio Edit),TIZONA & MR.JOKER,Dance,2022.0
77,Si Se Enamora De Mi,Polo Montañez,World,2022.0
78,The Soundtrack (feat. Meek Mill) [Radio Edit],The Game,Hip-Hop,2022.0
79,Rivers Of Babylon (Club Mix),Boney M. 2000,Pop,2022.0
81,Someone Like You (Cover),Ariel Currant,Pop,2022.0
82,Sauce,The Game,Hip Hop/Rap,2022.0
83,Bururu Barara,Grupo Sierra Maestra,Salsa y Tropical,2022.0
84,Moe Wings (feat. Big Moeses & Joe Young),DMX,Hip Hop/Rap,2022.0
85,Pen & Paper,Sonaris,Ambient,2022.0
86,Hoy,Enrique Montoya,Folk,2022.0
87,Tighten Up (feat. Birdy Nixon),Taggy Matcher,Reggae,2022.0
88,"Symphony No. 33 in B-Flat Major, K. 319: I. Allegro assai","Gavril Costea, Florin Ionoaia, Orchestre Philharmonique de Craiova & Modest Cichirdan",Orchestral,2022.0
89,The Table (feat. Masta Killa),Raekwon & Masta Killa,Hip Hop/Rap,2022.0
90,The Future (Radio) [feat. The Game],Joe Budden,Hip Hop/Rap,2022.0
91,Bailando (feat. Descemer Bueno & Gente de Zona),Enrique Iglesias,Pop,2022.0
97,El Perdón (with Enrique Iglesias),Enrique Iglesias & Nicky Jam,Latin Urban,2022.0
1,Vi Är På Riktigt,Laleh & Darin,Pop,2022.0
3,Dancing on My Own,Robyn,Pop,2022.0
4,Time,Hans Zimmer,Soundtrack,2022.0
7,Banan Melon Kiwi & Citron,Hooja,Pop,2022.0
8,X,Miss Li,Pop,2022.0
10,Run To The Hills,Klara Hammarström,Pop,2022.0
14,Scream 〜万魔殿パンデモニウム:煉獄編〜,Masayoshi Soken,Soundtrack,2022.0
15,Hångel på balkongen,Clara Klingenström,Pop,2022.0
16,Out of My Head,First Aid Kit,Alternative,2022.0
17,SG,"DJ Snake, Ozuna, Megan Thee Stallion & LISA",Pop,2022.0
18,We Fell in Love in October,girl in red,Alternative,2022.0
19,Mr. Sandman,SYML,Alternative,2022.0
20,Whistle and Clap,Morninglightmusic,Instrumental,2022.0
21,"De Fire Årstider, Opus 8, No. 1 - 4, Konsert No. 1, I E-Dur 'Høsten': 2. Adagio Molto","Bjarne Fiskum, TrondheimSolistene & Marianne Thorsen",Classical,2022.0
22,Home,Vacations,Alternative,2022.0
23,20s,Chronic Law,Modern Dancehall,2022.0
25,Bad Fruit*,Jean Dawson & Earl Sweatshirt,Alternative,2022.0
26,Balenciaga,T3NZU,Dance,2022.0
27,Night Life (Slowed),T3NZU,Dance,2022.0
28,Air Guitar,Sobs,Pop,2022.0
29,PIRATE RADIO*,Jean Dawson,Alternative,2022.0
31,Uplifting Corporate,Dmitro Khatskevych,Electronic,2022.0
32,Kosandra / Kasandra,T3NZU,Dance,2022.0
33,Mitt i juni,metin & Louis,Folk,2022.0
34,Horny (YouNotUs Club Version),"Mousse T., YouNotUs, Agent Zed & Hot 'n' Juicy",Dance,2022.0
35,Bolivia,Giorgio Moroder,Original Score,2022.0
36,Soft Brown Noise,Sound Compost,New Age,2022.0
37,Garden of Life (feat. Simone Meuser) [Blaq Theory Remix],Willer,House,2022.0
38,Garden of Life (feat. Simone Meuser),Willer,House,2022.0
39,Gun Double,Armağan Oruç,House,2022.0
40,Falling In Love (feat. P Nut),System Olympia,Hip Hop/Rap,2022.0
41,Anxious Mind (feat. Clementine Douglas),TSHA,Electronic,2022.0
42,Slow Motion Blackbird,Chris Merrick Hughes,Electronic,2022.0
43,All Around Me,Maud Geffray,Electronic,2022.0
