,rank,song,artist,genre,year,uri
500,5,"Manike (From ""Thank God"")","Yohani, Jubin Nautiyal, Tanishk Bagchi, Surya Ragunnathan, Surya Ragunaathan, Chamath Sangeeth, Rashmi Virag, Dulan ARX & Mellow D",Bollywood,2022.0,0zlGnseLGzRIBA0TJcb3Bo
501,6,Vikram (Title Track),Anirudh Ravichander,Tamil,2022.0,6FQQiTpYnfc5803p84bQp1
502,7,Akhiyaan,Mitraz,Pop,2022.0,2l3dFxtoSMgMQVyRIUHjpz
503,8,The Flute of Srikrishna,Kaala Bhairava,Soundtrack,2022.0,3ZfAQZf8ZylOA0mDKYpL4P
504,9,Peaches,Diljit Dosanjh,Punjabi Pop,2022.0,4iJyoBOLtHqaGxP12qzhQI
505,10,Rolex SIR Theme (Rolex Vs Dilli) Vikram BGM,Livimusic,World,2022.0,7iexNAqjq8mVNc0uNWkb6L
506,11,"Kadhalikum Pennin (From ""Kadhalan"") [Instrumental Cover]",Gogul Ilango,Indian,2022.0,3KgHWXSp3QYU4QvD3hTyho
507,12,Lemonade,Diljit Dosanjh,Punjabi Pop,2022.0,02kDW379Yfd5PzW5A6vuGt
508,13,"Deva Deva (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya & Jonita Gandhi",Bollywood,2022.0,0IGXY47K2ha3AHfX57wY1O
509,14,Ram Siya Ram (feat. Sachet Tandon) [Lo-fi],DJ RJ Bhadrak,Ambient,2022.0,0lKILDCwOjyR54xYhBazuJ
510,15,"Megham Karukatha (From ""Thiruchitrambalam"")",Dhanush & Anirudh Ravichander,Tamil,2022.0,6TQS7URegxmcb8tTNpoXzi
511,16,"Galliyan Returns (From ""Ek Villain Returns"")",Ankit Tiwari,Bollywood,2022.0,2eTkxblLeqdTSsb2ivafDX
512,17,Caviar,Diljit Dosanjh,Punjabi Pop,2022.0,3AUs0Ol4vV1lZRRxFYBrqC
513,19,I Ain’t Worried (Acoustic),OneRepublic,Pop,2022.0,29kUiQdEvB9q7joHiYZNJ3
514,20,Lokiverse (Background Score),Anirudh Ravichander,Tamil,2022.0,209pScL6fUhISxcLWkB6rf
515,21,Rolex Theme (Background Score),Anirudh Ravichander,Tamil,2022.0,3Vb8KkT6Ub5fFGPYJCJyLh
516,22,Mallipoo,A.R. Rahman & Madhushree,Tamil,2022.0,3i7qScF9Oyp31O9bAutJez
517,23,Singara Siriye,"B Ajaneesh Loknath, Vijay Prakash, Ananya Bhat & Nagraj Panar Valtur",Soundtrack,2022.0,7N2G2VjUmmKWO6FrW2hZMt
518,24,Inthandham,S.P. Charan,Telugu,2022.0,3BVjPpVvki8Jpm1Ew21UjH
519,25,Ponni Nadhi,"A.R. Rahman, A.R. Raihanah & Bamba Bakya",Tamil,2022.0,1n1IDjxVczGQoNg4GMl670
520,26,"Krishna Trance (From ""Karthikeya 2"")",Kaala Bhairava,Soundtrack,2022.0,6stqQMOA8tpERws3Vn877A
521,27,Excuses,"AP Dhillon, Gurinder Gill & Intense",World,2022.0,29m79w9xPMH4YCD6r8JSmV
522,28,Oh Sita Hey Rama,S.P. Charan & Ramya Behara,Telugu,2022.0,1hYaQRlsuEW4kMjjmjyow3
523,29,295,Sidhu Moose Wala,Indian Pop,2022.0,5W7DOVGQLTigu09afW7QMT
524,30,Jo Tenu Dhoop Lagya (Heer Ranjha),Rito Riba,Indian Pop,2022.0,4lmtILzOIIvOzMBPMUzvKx
525,31,Har Har Shambhu (Lo-fi Mix),Dj Viju,World,2022.0,3MgdMXqqqmZ01aMljRV8Cq
526,32,Jo Tenu Dhoop Lagya Ve (Heer Ranjha),Rito Riba,Indian,2022.0,4lmtILzOIIvOzMBPMUzvKx
527,33,Raataan Lambiyan,"Tanishk Bagchi, Jubin Nautiyal & Asees Kaur",Bollywood,2022.0,2rOnSn2piaqLAlYjtfUBlY
528,34,Har Har Shambhu Shiv Mahadeva (feat. Abhilipsa Panda),Jeetu Sharma,Devotional & Spiritual,2022.0,0aA3jlllhKSEiXTmGPGSWz
529,35,"Veera Soora (From ""Naane Varuvean"")","Yuvanshankar Raja, Muthu Sirpi & Selva Raghavan",Tamil,2022.0,6mPQ3rmFeyjlYUXTnegt9w
530,36,Ram Siya Ram,Sachet Tandon,Devotional & Spiritual,2022.0,0lKILDCwOjyR54xYhBazuJ
531,39,Starboy (feat. Daft Punk),The Weeknd,R&B/Soul,2022.0,4rJKRx0NtEN0mQQrFLXYWY
532,40,"Master the Blaster (From ""Master"")",Anirudh Ravichander & Bjorn Surrao,Tamil,2022.0,2cVJDlu9jmkPUeuJxA6v8i
533,41,Believer,Imagine Dragons,Alternative,2022.0,0pqnGHJpmpxLKifKRmU6WP
534,42,The Last Ride,Sidhu Moose Wala,Indian Pop,2022.0,7B4uYqxTpTOS1sgxFB9Ann
535,43,Syl,Sidhu Moose Wala,Indian Pop,2022.0,5SkRLpaGtvYPhw02vZhQQ9
536,45,Aathma Raama,Brodha V,Tamil,2022.0,6qJrmD6CXKWkWcsYwu9AV3
537,46,Krishna Trance,Kaala Bhairava,Soundtrack,2022.0,6stqQMOA8tpERws3Vn877A
538,47,Sandhanam Theme (Background Score),Anirudh Ravichander,Tamil,2022.0,525NKU3UFgZQtCXWBWE0al
539,48,Wo Noor,AP Dhillon,Punjabi Pop,2022.0,32FVH23yFXr8Z0sfjRw4It
540,49,Jo Tenu Dhup Lagiya Ve Resprise,Moshiur Bappy,R&B/Soul,2022.0,0UEzKUs4iarEHy3BZWzaww
541,50,Dil Nu,AP Dhillon & Shinda Kahlon,Punjabi Pop,2022.0,7AsG1F1eMWd17RYan8M3Wm
542,51,Mayakkama Kalakkama (feat. Dhanush),Dhanush & Anirudh Ravichander,Tamil,2022.0,2kOH2QZB7F7I1iVXqwKuBF
543,52,O'meri Laila,Atif Aslam & Jyotica Tangri,Bollywood,2022.0,4qVStkAhz8A61r7bfLqPvM
544,53,Deva Deva (Film Version),"Pritam, Arijit Singh, Jonita Gandhi & Amitabh Bhattacharya",Bollywood,2022.0,5HABzk8BiB4G08tBqnKeSU
545,54,Soulmates Unite (feat. Dhanush) [Instrumental],Anirudh Ravichander,Tamil,2022.0,3z6btirtsHWffF3uZmuQKP
546,55,Yaad,Jassa Dhillon,Punjabi Pop,2022.0,0TkquWzzuxcrwbCWlTrKYF
547,56,Hamari Adhuri Kahani (Title Track),Jeet Gannguli & Arijit Singh,Bollywood,2022.0,3HiobOOpSpMsi95WBKPBYk
548,57,Kun Faya Kun,"A.R. Rahman, Javed Ali & Mohit Chauhan",Bollywood,2022.0,7F8RNvTQlvbeBLeenycvN6
549,58,Manike Mage Hithe,"Chamath Sangeeth, Yohani & Satheeshan",Indian Pop,2022.0,5JO2usoem1CW1pLL1kLj9E
550,59,New India,Shashwat Sachdev,Bollywood,2022.0,7m1aeD9ZLJCTIUPDjk09KQ
551,60,Once Upon a Time,Anirudh Ravichander,Tamil,2022.0,7hZoTr4ffMGqm9opMiGmBp
552,61,Photograph,Ed Sheeran,Pop,2022.0,1HNkqx9Ahdgi1Ixy2xkKkL
553,62,Shiv Tandav Stotram,Shankar Mahadevan,Devotional & Spiritual,2022.0,5klXT8EMMeQtlOkhpcXJmn
554,64,Desires,AP Dhillon & Gurinder Gill,Punjabi Pop,2022.0,7eYAHC0RbBF9eaqWzT34Aq
555,66,"Chogada (From ""Loveyatri"")","Darshan Raval, Asees Kaur & Lijo George-Dj Chetas",Bollywood,2022.0,4ymPEyiXabTe1NO8q8EFxG
556,67,No Love,Shubh,Punjabi Pop,2022.0,08SB2OtZkaliju77WYEKxk
557,68,Mann Bharryaa 2.0,B. Praak,Bollywood,2022.0,3jf5303mzzJ96O8xFTcEn4
558,69,Chola Chola,"Sathya Prakash, V.M. Mahalingam & Nakul Abhyankar",Tamil,2022.0,27nzJVsvXqXyeMIcVxvB54
559,70,"Bande (From ""Vikram Vedha"")",Sivam & Manoj Muntashir,Bollywood,2022.0,2RRb2lLPLhImO97GVKE2dV
560,71,Devaralan Aattam,A.R. Rahman & Yogisekar,Tamil,2022.0,1O5AqyUHm8vH8XGr173ugY
561,73,Saath Ho Tera,"Amaal Mallik, Aastha Gill & Lisa Mishra",Indian Pop,2022.0,615Y0dEJ926UnhhL1DFEOK
562,74,Tu AakeDekhle,King,Pop,2022.0,0yCWDaAgOtg6TKlNCg9rwA
563,75,Ratchasa Maamaney,"Shreya Ghoshal, Palakad Sreeram & Mahesh Vinayakram",Tamil,2022.0,26aOnndLckt8uAsk6odL5n
564,76,"Megham Karukatha (From ""Thiruchitrambalam"") [Instrumental Cover]",Gogul Ilango,Indian,2022.0,3vB99nf4YABAI8nGPeflqG
565,77,Sol,A.R. Rahman & Rakshita Suresh,Tamil,2022.0,4lH6nENd1y81jp7Yt9lTBX
566,78,Gayatri,Jano & Eleven,Trance,2022.0,1kYeYUOjvEX9Vg3Tb8VIHR
567,79,"Chola Chola (From ""Ponniyin Selvan Part -1"")","A.R. Rahman, Sathya Prakash, V.M. Mahalingam, Nakul Abhyankar & Ilango Krishnan",Tamil,2022.0,57IXQJZFawJUwC2PCKn56Y
568,80,OOPS,King,Indian Pop,2022.0,7L6G0wpIUiPXuvoo7qhb06
569,81,Gunehgar,DIVINE,Rap,2022.0,4hzDCJUFDyk66oIBirPiCl
570,82,MIDDLE OF THE NIGHT,Elley Duhé,Pop,2022.0,58HvfVOeJY7lUuCqF0m3ly
571,83,Kesariya,"Pritam, Arijit Singh & Amitabh Bhattacharya",Bollywood,2022.0,6VBhH7CyP56BXjp8VsDFPZ
572,84,Kaanunna Kalyanam,Anurag Kulkarni & Sinduri Vishal,Telugu,2022.0,3eH3HTKPBmxvbT7OgxjNit
573,85,Sidhu Moose Wala (MASHUP),Dr HoMiE,Hip Hop/Rap,2022.0,03hWmQAy05AKGquEFItCvj
574,86,All Night (Live),AP Dhillon & Shinda Kahlon,Punjabi Pop,2022.0,7IK26RNUdgoZWJdlarrcty
575,87,Toxic,AP Dhillon & Intense,R&B/Soul,2022.0,6I9VzXrHxO9rA9A5euc8Ak
576,88,Main Shiv Ka Shiv Mere,Hansraj Raghuwanshi,Singer/Songwriter,2022.0,7fxoRy2I8JwUNG8OxWs6LD
577,90,Paris Ka Trip,"Yo Yo Honey Singh, Millind Gaba & Asli Gold",Indian Pop,2022.0,4t22MCG1GHjKlXRCIlJlDd
578,91,Calaboose,Sidhu Moose Wala,Indian Pop,2022.0,2wHTMZwkLbpM6LNkUBs2Xt
579,92,All 4 Nothing (I'm So In Love),Lauv,Pop,2022.0,21AziTMaZwcLflGMAj85o5
580,93,Suzume (feat. Toaka),RADWIMPS,Rock,2022.0,0GcVJpiw9ot2AMh8dv9iFF
581,94,Tumhi Dekho Naa (Sitar Lofi),Rishab Rikhiram Sharma & Shankar Ehsaan Loy,Instrumental,2022.0,3fc3piWEXs8OoJ0oTIrs5V
582,95,Signed to God,Sidhu Moose Wala,Indian Pop,2022.0,3lRzVvMNG1QJcHlhLXM0lA
583,96,İzmir Marşı,CVRTOON,World,2022.0,1OjOxH2CO02gdfxyXYuuaG
584,97,Lie,BTS,K-Pop,2022.0,07FkzikE6FuHIa8Ma7zJGc
585,99,Har Har Shambhu,Sakshi,Devotional & Spiritual,2022.0,0aA3jlllhKSEiXTmGPGSWz
586,100,"Singara Siriye (From ""Kantara"")","B Ajaneesh Loknath, Vijay Prakash, Ananya Bhat & Nagraj Panar Valtur",Soundtrack,2022.0,0kfBKwOe5frtCXdi0mA8QM
587,1,All For You,Cian Ducrot & Ella Henderson,Pop,2022.0,2skmOCFU64Bg7Ytkgwliwe
588,2,Street Lights,Korey Power,Pop,2022.0,6j8gTlbhj9KJSeypNcNAS9
589,4,Swan Upon Leda,Hozier,Alternative,2022.0,3JtVtwLYCy9WXcHLQyzRnl
590,12,Somebody,Sam Ryder,Singer/Songwriter,2022.0,4wCmqSrbyCgxEXROQE6vtV
591,17,PSYCHO,Anne-Marie x Aitch,Pop,2022.0,3swc6WTsr7rl9DqQKQA55C
592,18,Strange Powers,The Magnetic Fields,Alternative,2022.0,1Ccfb1xzwLDjQHLfAa2TxQ
593,19,You Have What It Takes,a-ha,Pop,2022.0,7ME1w9zRD6cMbEBaEZIR64
594,20,"Brighton Beach (Live From The Troubadour, West Hollywood/2013)",Rod Stewart,Rock,2022.0,4lKVPgjsEry4Tn7RR9zZgq
595,21,"Hot Dog! Dance Break 2019 (From ""Mickey Mouse Mixed-Up Adventures"")",They Might Be Giants,Children's Music,2022.0,3496wR3HlANisZ2PnCSW7r
596,22,Music's Door,Roy Taylor & Finbar Furey,Traditional Folk,2022.0,42dsUTJpzMWUJfEkzsbKWl
597,25,Would I Lie To You? (Album Edit),Charles & Eddie,Pop,2022.0,1XFyebjye69ZVGR2WOze2U
598,26,On a Real Good Night,"Country's Finest, Modern Country Club & Country Hit Superstars",Contemporary Country,2022.0,68xvB2EeU5sZgddBpH42yz
599,27,Little Things (Acoustic),Jada Facer & John Buckley,Pop,2022.0,0dz8bRwPNpRKg09nSuKUu6
600,28,"Lead On, Lead On",Logan and Isabel,Folk,2022.0,3v1Ywbvm1Nm9D5yysUezV5
601,29,Canzoni et sonate: Sonata XIX a 15,Royal Academy of Music and Juilliard School Brass & Reinhold Friedrich,Classical,2022.0,7am1vCt0xR8kPb41EjNWAR
602,30,Canzoni et sonate: Canzon III a 6,Royal Academy of Music and Juilliard School Brass & Reinhold Friedrich,Classical,2022.0,7nr0DBl8X6iz7DeR89MwrD
603,31,"Sonata XXI ""Con tre violini"", Ch. 214",Royal Academy of Music and Juilliard School Brass & Reinhold Friedrich,Classical,2022.0,135oUcnxTSfbsN54LX7vrd
604,32,"Canzon noni toni a 12, Ch. 183",Royal Academy of Music and Juilliard School Brass & Reinhold Friedrich,Classical,2022.0,6OD6FQIXRLEWPrYVmNfevJ
605,33,Canzoni et sonate: Sonata XVIII a 14,Royal Academy of Music and Juilliard School Brass & Reinhold Friedrich,Classical,2022.0,5SZIS3cIuFlkrBaQ98HNtj
606,34,"Sonata pian e forte a 8, Ch. 175",Royal Academy of Music and Juilliard School Brass & Reinhold Friedrich,Classical,2022.0,3szQAAOzPuWG78eYj4Ry87
607,35,I'm Still Standing,Gareth Malone’s Great British Home Chorus,Classical Crossover,2022.0,1jDJFeK9x3OZboIAHsY9k2
608,36,Ordinary World,Gareth Malone’s Great British Home Chorus,Classical Crossover,2022.0,0wokCRaKD0zPNhMRXAgVsr
609,37,Stranger Things Main Theme - Epic Version (Epic Version),Alala,TV Soundtrack,2022.0,4Nw8EtrDKeRhtOJu8Ap7P0
610,38,Photograph (Acoustic),Sarah,Easy Listening,2022.0,1kPhhcwq1li2znGU9D55mn
611,39,Canzon XXXIII per Otto Tromboni,London Brass & Philip Pickett,Classical,2022.0,2FpWKe0mmkrdsDA06I7cBs
612,40,Italy: Canzone a 4,Concentus Musicus Wien & Nikolaus Harnoncourt,Classical,2022.0,5InAYjSmf9uECt5S8GTZs8
613,44,Ho Hey,The Lumineers,Pop,2022.0,0W4Kpfp1w2xkY3PrV714B7
614,48,Galway Girl (feat. Sharon Shannon),Mundy,Singer/Songwriter,2022.0,6QvhTQgmjZAbBjDMC21871
615,49,We Are Young,Fun.,Alternative,2022.0,7a86XRg84qjasly9f6bPSD
616,50,Tiny Dancer,A Song for Lily-Mae,Vocal,2022.0,2TVxnKdb3tqe1nhQWwwZCO
617,51,Beneath Your Beautiful (feat. Emeli Sande),Labrinth,Pop,2022.0,2EcsgXlxz99UMDSPg5T8RF
618,53,Horse Outside,The Rubberbandits,Hip Hop/Rap,2022.0,4tL2aGz0ON4qwCcRdP94yD
619,54,Thinking Out Loud,Ed Sheeran,Pop,2022.0,34gCuhDGsG4bRPIf9bb02f
620,56,Roar,Katy Perry,Pop,2022.0,27tNWlhdAryQY04Gb2ZhUI
621,57,Jar of Hearts,Christina Perri,Pop,2022.0,0HZhYMZOcUzZKSFwPOti6m
622,58,Hall of Fame (feat. will.i.am),The Script,Pop,2022.0,1X1DWw2pcNZ8zSub3uhlNz
623,62,Stay (feat. Mikky Ekko),Rihanna,Pop,2022.0,2OIIZpFGgmJsOWMgX5fdgR
624,63,Run,Leona Lewis,Pop,2022.0,29d0nY7TzCoi22XBqDQkiP
625,64,Hello,Adele,Pop,2022.0,2r6OAV3WsYtXuXjvJ1lIDi
626,65,I Follow Rivers (The Magician Remix),Lykke Li,Alternative,2022.0,4Jv7lweGIUOFQ7Oq2AtAh9
627,66,Little Talks,Of Monsters and Men,Alternative,2022.0,2ihCaVdNZmnHZWt0fvAM7B
628,68,Chasing Cars,Snow Patrol,Alternative,2022.0,5hnyJvgoWiQUYZttV4wXy6
629,70,Bad Romance (Starsmith Remix),Lady Gaga,Pop,2022.0,22BG7LaWWaUxz3j5ptwKII
630,71,Do They Know It's Christmas? (2014),Band Aid 30,Pop,2022.0,03Dpt8Z4Zww4NGJb8503zb
631,73,Kids,MGMT,Alternative,2022.0,1jJci4qxiYcOHhQR247rEU
632,74,Moves Like Jagger (feat. Christina Aguilera) [Soul Seekerz Radio Edit],Maroon 5,Pop,2022.0,7LcfRTgAVTs5pQGEQgUEzN
633,75,Paradise,Coldplay,Alternative,2022.0,6nek1Nin9q48AVZcWs9e9D
634,76,What Makes You Beautiful,One Direction,Pop,2022.0,4cluDES4hQEUhmXj6TXkSo
635,77,Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia,Dance,2022.0,2V65y3PX4DkRhy1djlxd9p
636,78,Single Ladies (Put a Ring on It),Beyoncé,Pop,2022.0,2ZBNclC5wm4GtiWaeh0DMx
637,79,Low (feat. T-Pain),Flo Rida,Hip Hop/Rap,2022.0,0CAfXk7DXMnon4gLudAp7J
638,80,Pompeii (Kat Krazy Remix),Bastille,Alternative,2022.0,5o1TaTsFtDddxLa2BKw29y
639,81,Rather Be (feat. Jess Glynne),Clean Bandit,Dance,2022.0,3s4U7OHV7gnj42VV72eSZ6
640,82,Sweet Disposition,The Temper Trap,Rock,2022.0,5RoIXwyTCdyUjpMMkk4uPd
641,83,Get Lucky (feat. Pharrell Williams & Nile Rodgers),Daft Punk,Pop,2022.0,69kOkLUCkxIZYexIgSG8rq
642,84,Wild Ones (feat. Sia),Flo Rida,Hip Hop/Rap,2022.0,1NpW5kyvO4XrNJ3rnfcNy3
643,85,Dance With Me Tonight,Olly Murs,Pop,2022.0,1FSWSs9CL01RCYxXtm08Rf
644,86,One Day Like This,Elbow,Alternative,2022.0,6H3S7yQjHn3ErG9o6v7qBs
645,89,We Are Never Ever Getting Back Together,Taylor Swift,Country,2022.0,0VwNdo84DaVYLIkbVO86ND
646,90,High Hopes,Kodaline,Alternative,2022.0,1rqqCSm0Qe4I9rUvWncaom
647,91,Somewhere Only We Know,Lily Allen,Pop,2022.0,0ll8uFnc0nANY35E0Lfxvg
648,92,I Knew You Were Trouble,Taylor Swift,Country,2022.0,6FB3v4YcR57y4tXFcdxI1E
649,2,Bellissima,Annalisa,Pop,2022.0,39jxR2xnmcBbkdPX9oNzsI
650,4,Ricordi,Pinguini Tattici Nucleari,Pop,2022.0,6Tj82tvIsDmfMTskuomuEq
651,5,SNAP (Italian),Rosa Linn & Alfa,Indie Pop,2022.0,2jLW0YomEl9zIal6P7QPpc
652,6,fluo,Sangiovanni,Pop,2022.0,7e8utCy2JlSB8dRHKi49xM
653,9,La Vita Splendida,Tiziano Ferro,Pop,2022.0,02X6hJqoeQTGmKcMjlrbqM
654,10,Stella Di Mare,Cesare Cremonini & Lucio Dalla,Pop,2022.0,44cTRBgPuTpTPjWSQhQY6u
655,12,Attraverso Te (feat. La rappresentante di lista),Marco Mengoni,Pop,2022.0,12s0P51vblWvVqx6QkyI8u
656,15,Caos,"Fabri Fibra, Lazza & Madame",Hip Hop/Rap,2022.0,2GggG2lQVYuus2aeAybe8M
657,16,Extasi,Fred De Palma,Hip Hop/Rap,2022.0,3NqbKUOgaU2LgIFRbu4B12
658,17,Nostalgia,BLANCO,Hip Hop/Rap,2022.0,3SPPdz0CTI2RSZ8HROkHy8
659,18,Ancora Una Volta,Marco Mengoni & Samuele Bersani,Pop,2022.0,74jEbhmzLEtjd8DfmhLxGZ
660,20,Vieni nel mio cuore,Ultimo,Singer/Songwriter,2022.0,0OHD6Ask31KqVqxge0OwlG
661,21,Easy,Baby K,Pop,2022.0,0gplL1WMoJ6iYaPgMCL0gX
662,23,LA DOLCE VITA,"Fedez, Tananai & Mara Sattei",Pop,2022.0,1l9IRtd8omIqlGxYYzmyLv
663,24,Caramello,"Rocco Hunt, Elettra Lamborghini & Lola Índigo",Pop,2022.0,3So3bxnxNIUpbO210NEqo3
664,28,CORALINE,Måneskin,Rock,2022.0,7HMz8o0m7ASQ3ImFPfhWTY
665,29,Ferrari (Remix),"James Hype, Miggy Dela Rosa & Lazza",Dance,2022.0,0kGDEDnd3OsvIq7zyLo1zG
666,32,Tell Me Why (Meduza Remix),Supermode,Dance,2022.0,7jrMFjEq0t09f7m3HnnWXl
667,34,Tutti I Miei Ricordi,Marco Mengoni,Pop,2022.0,1QBuTS2nDVBmqiOG9jneej
668,35,occhi grandi grandi,Francesca Michielin,Pop,2022.0,6k6hmfJ3PTVWDPvrSB62rz
669,37,Tropicana,Boomdabash & Annalisa,Pop,2022.0,6HHv5h589WV6s1pU0iUtQH
670,38,SUPERMODEL,Måneskin,Pop,2022.0,5wTVNpi5WDByxBgKgUE6MU
671,39,Bolero (feat. MIKA),Baby K,Pop,2022.0,563SHScyW0aqzP34tifcFF
672,40,Palla Al Centro,Elisa & Jovanotti,Pop,2022.0,0qBQb3O1cp4qErZozmyIhx
673,42,Chiedimi Come Sto (feat. Bresh),Marco Mengoni,Pop,2022.0,6NybwLvlhK3Txt3QQv0UqJ
674,43,FINIMONDO,M¥SS KETA,Pop,2022.0,0eg1TybDMdMitzKdqGFzOp
675,44,PARE (feat. Madame),Ghali,Hip Hop/Rap,2022.0,1WQxLQxEDMDwuaAmRXDHIw
676,47,Sono,Eros Ramazzotti & Alejandro Sanz,Pop,2022.0,6D8GThe4smZsFMPhUjgy7N
677,49,Mi Fiderò (feat. Madame),Marco Mengoni,Pop,2022.0,2V8AxW9KS5i60ccy7tXCP6
678,50,Luce,Marco Mengoni,Pop,2022.0,5B60XFKzm8WsJTdVyt4u4I
679,51,Perfect,Ed Sheeran,Pop,2022.0,0tgVpDi06FyKpA1z0VMD4v
680,52,A Te,Jovanotti,Pop,2022.0,7tqhbajSfrz2F7E1Z75ASX
681,53,MI FAI IMPAZZIRE,BLANCO & Sfera Ebbasta,Hip Hop/Rap,2022.0,3rdb83wNjeKGXDqvem7W2c
682,54,Giovani Wannabe,Pinguini Tattici Nucleari,Pop,2022.0,7iLuBTHJSXM2HalKHFqEEy
683,55,Mi sei scoppiato dentro il cuore,Mina,Pop,2022.0,1fugrphRjf2zBZWbvJwQv2
684,56,Party Rock Anthem (feat. Lauren Bennett & Goonrock),LMFAO,Pop,2022.0,7LKmlSnESC2Yq1bHsICuuQ
685,57,Another Love (Zwette Edit),Tom Odell,Singer/Songwriter,2022.0,5snyhxAh55A2wlNRH7VVZJ
686,59,It's Like That,Run-DMC & Jason Nevins,Hip Hop/Rap,2022.0,7zL9xrz5krsuC6qVNluQQw
687,60,Finché Non Mi Seppelliscono,BLANCO,Hip Hop/Rap,2022.0,16EJNayKtC09M0Fi7Py47s
688,62,Hace Calor (feat. Omar Varela) [Remix],"Kaleb Di Masi, Sfera Ebbasta & Rvfv",Latin,2022.0,5j3wzSS6z80VEs71O0gysC
689,63,Sharks,Imagine Dragons,Alternative,2022.0,0TyUOnU4H4GLqOcrH0auc8
690,64,PANICO,Lazza & Takagi & Ketra,Hip Hop/Rap,2022.0,3kdv9Lufi7kTRv86XUcjja
691,67,!ly (feat. Coez),thasup,Hip Hop/Rap,2022.0,1E1nbIsPDO1PdtQwsAKKF3
692,68,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,Hip Hop/Rap,2022.0,2tTmW7RDtMQtBk7m2rYeSw
693,70,Chiamami,Coma_Cose,Alternative,2022.0,0ZqHo6eTBHUcOVjZzPvftT
694,71,We Own The Night,Sophie and the Giants,Pop,2022.0,4rc2WNOt2w8BHfQjBC8PO0
695,75,Pump It Louder,Tiësto & Black Eyed Peas,Dance,2022.0,2yEHX6MqAXPyD7bm47A2Br
696,76,Una Canzone Triste,Marco Mengoni,Pop,2022.0,5N5ARuQ6Sp9VWCzeHPdP1n
697,78,Human,Rag'n'Bone Man,Alternative,2022.0,5AihIu9yF3flkw1jFMyfwW
698,80,Torna a casa,Måneskin,Rock,2022.0,3590AAEoqH50z4UmhMIY85
699,81,Come nelle favole,Vasco Rossi,Rock,2022.0,6niIqFnKBUD5OtBJc7J2ac
700,84,Candy,Paolo Nutini,Pop,2022.0,32lItqlMi4LBhb4k0BaSaC
701,85,ZITTI E BUONI,Måneskin,Hard Rock,2022.0,776AftMmFFAWUIEAb3lHhw
702,86,Piece Of Your Heart,Meduza & Goodboys,Dance,2022.0,1DFD5Fotzgn6yYXkYsKiGs
703,87,Shakerando,Rhove,Hip Hop/Rap,2022.0,6hNnF2ZjLXg07CTgGdJng5
704,88,farfalle,Sangiovanni,Hip Hop/Rap,2022.0,1C8z0ivot60RBvrVtDj0un
705,89,Pastello Bianco,Pinguini Tattici Nucleari,Pop,2022.0,0bKDQionn4VKcgNKbs4SWX
706,90,I love you baby,Jovanotti & sixpm,Pop,2022.0,124lzQbZK2jQZqwTq8jt2n
707,91,Freed from Desire,Gala,Dance,2022.0,3u5N55tHf7hXATSQrjBh2q
708,92,Tribale,Elodie,Pop,2022.0,3coVAkzpUdZkjl9s6C3y31
709,93,Young and Beautiful,Lana Del Rey,Soundtrack,2022.0,2nMeu6UenVvwUktBCpLMK9
710,94,5 Gocce (feat. Rkomi),Irama,Hip Hop/Rap,2022.0,3z0GeNGWyVduziP1cQ0mFN
711,95,Memories (feat. Kid Cudi),David Guetta & Kid Cudi,Dance,2022.0,4dTaAiV9xFFCxnPur9c9yL
712,96,BABY GODDAMN,Tananai,Pop,2022.0,3yWHQ4n4ARLDfYTuT2NhnN
713,97,HULA-HOOP,Carl Brave & Noemi,Indie Pop,2022.0,1H25cHqoclhvwvl7BPyCbW
714,100,No Man No Cry,Jimmy Sax,Electronica,2022.0,426lDtGrejS1wga7gmAmDv
715,4,"No Me Importa (feat. Lucía Mendez, Laura Zapata, Sylvia Pasquel & Lorena Herrera)",Siempre Reinas,Pop in Spanish,2022.0,0GNS4001wZN2GDL78JHN9l
716,6,La Bachata,Manuel Turizo,Latin Urban,2022.0,5ww2BF9slyYgNOk37BlC4u
717,11,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,2022.0,6Sq7ltF9Qa7SNFBsV5Cogx
718,12,Tacones Rojos,Sebastián Yatra,Pop in Spanish,2022.0,0Be7sopyKMv8Y8npsUkax2
719,13,Ojos Marrones (Remix),Lasso & Sebastián Yatra,Pop in Spanish,2022.0,3IQaHXZNVcHalRgz5kcdrf
720,14,Neverita,Bad Bunny,Latin,2022.0,31i56LZnwE6uSu3exoHjtB
721,17,Ojitos Lindos,Bad Bunny & Bomba Estéreo,Latin,2022.0,3k3NWokhRRkEPhCzPmV8TW
722,18,Mmmamy (feat. Yari Mejía & Deseos Fab),La Más Draga,Latin,2022.0,4L7dB6Lcqidj6JLoYHuWQh
723,19,Calidad,Grupo Firme & Luis Mexía,Regional Mexicano,2022.0,0uBcoM4zxRXk7kmsmxoiFS
724,20,Me Rendí,Eden Muñoz & Banda MS de Sergio Lizárraga,Regional Mexicano,2022.0,4SdLUkVGNUm2gNF7YQdhY1
725,21,VISION,Dreamcatcher,K-Pop,2022.0,5c9qm0bMYawSyRNUTmUMs5
